-0.77562,-0.66865,1
-1.124,-1.2026,1
-0.98023,-1.3127,1
-0.60727,-0.72846,1
-0.66313,-0.55873,1
-1.0378,-1.202,1
-0.81603,-0.59681,1
-0.69957,-0.66905,1
-0.47285,-0.89663,1
-0.57857,-1.0041,1
-0.72367,-1.4913,1
-0.46026,-1.6212,1
-0.92802,-1.1212,1
-1.4056,-0.88246,1
-0.88371,-0.50608,1
-0.9521,-0.79783,1
-0.91492,-0.48632,1
-0.60431,-0.99627,1
-0.95648,-0.3772,1
-1.0838,-0.6997,1
-1.3074,-1.2667,1
-0.69803,-0.77309,1
-0.62967,-1.2216,1
-0.6437,-0.93983,1
-1.0166,-0.4088,1
-0.49703,-1.7879,1
-0.87523,-1.2976,1
-1.1048,-1.222,1
-0.43143,-0.56563,1
-0.80565,-0.7538,1
-0.83964,-0.76061,1
-0.91205,-1.0625,1
-0.8223,-1.1085,1
-1.138,-1.0944,1
-1.0308,-0.99719,1
-0.11387,-1.4281,1
-1.3751,-0.91388,1
-1.0177,-1.2556,1
-0.88555,-0.73645,1
-1.4038,-1.1428,1
-1.4508,-0.97075,1
-0.94267,-0.7611,1
-1.3802,-0.89588,1
-1.0502,-0.51282,1
-0.89264,-1.188,1
-1.0801,-1.1877,1
-0.49634,-1.1789,1
-1.5624,-1.0704,1
-0.59977,-0.76785,1
-0.94257,-0.37511,1
-1.2057,-0.90934,1
-1.3051,-1.2758,1
-1.1205,-0.77333,1
-0.28106,-0.72037,1
-1.3749,-1.0718,1
-1.1941,-1.1025,1
-0.58692,-0.86791,1
-0.65295,-0.78879,1
-1.2775,-0.67421,1
-1.4726,-0.72007,1
-0.79013,-0.61485,1
-1.4969,-1.0713,1
-0.99373,-0.96488,1
-0.69328,-0.75476,1
-0.77179,-0.93751,1
-0.4134,-1.1138,1
-0.9646,-1.2018,1
-1.0215,-0.74604,1
-1.4296,-0.93317,1
-1.2572,-0.72407,1
-1.6879,-1.6844,1
-0.4315,-1.0523,1
-1.6889,-1.5901,1
-1.0304,-0.89241,1
-0.88186,-0.62655,1
-0.88347,-1.0257,1
-0.63329,-0.2794,1
-0.99066,-1.0842,1
-0.63653,-1.1775,1
-1.5191,-1.0373,1
-0.91416,-0.94897,1
-1.3913,-1.2089,1
-1.2378,-0.66573,1
-1.0458,-0.77271,1
-0.79052,-1.0674,1
-1.6933,-0.87297,1
-0.75362,-1.2634,1
-1.0059,-1.1546,1
-0.40453,-1.0107,1
-0.92863,-1.3667,1
-1.2574,-1.4748,1
-0.745,-0.78748,1
-1.2899,0.010676,1
-0.6783,-0.85797,1
-0.32934,-1.8595,1
-1.0319,-1.0086,1
-0.93002,-1.3634,1
-0.81472,-1.776,1
-0.9624,-0.84638,1
-1.0143,-0.87249,1
0.73271,1.1923,2
0.86888,0.41929,2
0.89142,0.78302,2
0.64139,1.1767,2
1.0142,0.91084,2
0.80829,1.5868,2
1.4106,0.93383,2
1.0303,1.5294,2
1.6276,1.3859,2
0.88595,0.79601,2
1.2631,0.69769,2
0.62519,0.87567,2
1.3346,1.0557,2
1.0857,1.3937,2
1.0821,0.6015,2
1.2947,1.1667,2
0.96906,0.85544,2
0.8094,0.9916,2
0.71982,0.82073,2
0.47966,0.81848,2
0.75737,1.2022,2
1.5092,1.3624,2
1.3664,1.2367,2
1.1913,1.2625,2
0.74456,1.2916,2
0.58051,1.2166,2
0.70866,0.66033,2
0.84127,0.54405,2
1.0056,1.3887,2
0.91272,1.1735,2
1.0567,1.4241,2
0.94459,1.1025,2
1.8637,1.4012,2
0.67315,1.3919,2
0.67652,1.0035,2
1.1013,1.3045,2
0.86096,1.1883,2
1.6194,0.33308,2
0.62314,1.4182,2
0.89712,0.98664,2
1.3234,1.7781,2
0.54434,0.68185,2
0.97287,1.0002,2
1.0374,0.89064,2
1.4269,0.68165,2
1.0714,1.3464,2
1.1313,0.78226,2
1.0422,0.88891,2
0.79011,1.4736,2
0.93082,0.7977,2
0.73541,1.0424,2
0.47646,0.42384,2
1.0675,0.54858,2
0.86005,1.2714,2
1.3228,1.5406,2
0.64665,1.2998,2
1.1139,1.4384,2
1.0771,1.2853,2
1.3988,0.8559,2
0.83863,0.53483,2
0.96937,1.1244,2
0.7399,1.0252,2
0.87526,0.84891,2
1.2728,1.2857,2
1.4019,0.62026,2
0.95236,1.2293,2
0.54729,1.6744,2
1.0816,0.80924,2
1.3615,1.132,2
1.0382,0.76193,2
0.38211,0.66275,2
0.77403,1.1584,2
1.2151,0.72514,2
1.2899,1.2336,2
0.95607,0.66707,2
1.3122,0.9546,2
0.64528,1.0883,2
1.1833,0.48843,2
1.6532,0.24783,2
0.42767,1.4284,2
1.1138,0.84988,2
1.0041,1.256,2
0.69619,1.3249,2
1.2441,0.9842,2
1.0669,0.77993,2
0.70019,0.86395,2
1.36,0.9161,2
0.84193,0.65726,2
0.60329,1.0077,2
